Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,No,2,1,4,4,2,3,5206,1,No,17,3,2,7,6,3,7,7,0,7
39,No,12,3,4,3,2,2,5295,4,No,21,4,0,7,3,3,5,4,1,0
49,No,22,4,1,3,4,2,16413,3,No,16,3,2,27,2,3,4,2,1,2
50,No,17,5,4,2,3,1,13269,5,No,15,3,3,19,3,3,14,11,1,11
20,No,2,3,3,3,1,3,2783,1,No,19,3,0,2,3,3,2,2,2,2
34,No,3,3,4,3,2,2,5433,1,No,12,3,1,11,2,3,11,8,7,9
36,No,7,3,1,3,1,2,2013,2,No,11,3,0,15,4,3,4,3,1,3
49,No,6,1,3,2,4,3,13966,2,Yes,19,3,1,30,3,3,15,11,2,12
36,No,1,4,4,2,2,3,4374,0,No,15,3,0,4,6,3,3,2,1,2
36,No,3,2,4,4,2,1,6842,6,No,20,4,1,13,3,3,5,4,0,4
54,No,22,5,2,3,4,3,17426,3,No,25,4,1,36,6,3,10,8,4,7
43,No,15,2,3,2,4,3,17603,1,No,24,4,1,14,3,3,14,10,6,11
35,Yes,12,4,4,3,2,4,4581,3,Yes,24,4,0,13,2,4,11,9,6,7
38,No,1,3,4,3,2,4,4735,7,No,15,3,2,19,4,4,13,11,2,9
29,No,5,3,1,2,2,2,4187,1,Yes,13,3,1,10,3,2,10,0,0,9
33,No,2,4,4,3,2,4,5505,1,No,14,3,2,6,5,3,6,2,0,4
32,No,2,3,4,3,2,2,5470,0,No,13,3,2,10,4,2,9,5,1,6
31,No,5,4,1,3,2,4,5476,1,No,11,3,2,10,2,3,10,0,0,2
49,No,16,3,4,3,1,1,2587,4,Yes,16,3,1,17,2,2,2,2,2,2
38,No,2,3,4,2,1,2,2440,1,No,22,4,0,4,3,3,4,3,3,3
47,No,2,4,2,4,4,2,15972,6,No,14,3,3,29,2,3,3,2,1,2
49,No,1,3,3,3,4,3,15379,4,No,14,3,0,23,2,3,8,7,0,0
41,No,23,2,4,3,3,3,7082,3,Yes,16,3,0,21,2,3,2,0,0,2
20,No,9,1,4,3,1,1,2728,1,No,11,3,0,2,3,3,2,2,0,2
33,No,16,3,3,3,2,4,5368,1,Yes,25,4,1,7,2,3,6,5,1,2
36,No,26,4,1,3,2,3,5347,6,No,14,3,2,10,2,2,3,2,0,2
44,No,1,3,3,3,1,4,3195,4,Yes,18,3,3,8,2,3,2,2,2,2
23,Yes,8,1,4,2,1,3,3989,1,Yes,11,3,0,5,2,3,5,4,1,2
38,No,4,2,4,3,1,3,3306,7,No,19,3,1,7,5,2,0,0,0,0
53,No,24,4,2,4,3,4,7005,3,No,15,3,0,11,2,3,4,3,1,2
48,Yes,7,2,4,3,1,3,2655,2,Yes,11,3,2,19,3,3,9,7,7,7
32,Yes,2,4,4,3,1,2,1393,1,No,12,3,0,1,2,3,1,0,0,0
26,No,7,3,4,3,1,4,2570,1,No,20,4,0,7,5,3,7,7,5,7
55,No,22,3,1,2,1,2,3537,5,No,12,3,1,8,1,3,4,2,1,2
34,No,5,2,2,2,2,4,3986,1,No,14,3,1,15,3,4,15,10,4,13
60,No,1,4,3,1,3,4,10883,3,No,20,4,1,19,2,4,1,0,0,0
33,No,21,3,2,4,1,2,2028,1,No,18,3,3,14,6,3,14,11,2,13
37,No,1,4,3,1,2,4,9525,1,No,14,3,2,6,2,2,6,3,1,3
34,No,19,3,2,2,1,4,2929,1,No,12,3,0,10,3,3,10,9,8,7
23,Yes,7,3,3,3,1,4,2275,1,Yes,21,4,1,3,2,3,3,2,0,2
44,No,2,3,3,4,3,4,7879,1,Yes,19,3,1,9,2,3,8,7,6,7
35,No,2,4,1,2,1,4,4930,0,Yes,14,3,0,6,2,4,5,4,1,4
43,No,2,3,4,3,2,4,7847,1,Yes,17,3,1,10,3,3,10,9,8,8
24,No,9,3,3,4,1,3,4401,1,No,16,3,1,5,1,3,5,3,0,4
41,No,6,3,4,3,3,3,9241,1,No,12,3,0,10,3,3,10,8,8,7
29,No,9,4,4,3,1,3,2974,9,No,17,3,1,9,2,3,5,3,1,2
36,No,2,4,3,3,2,4,4502,3,No,15,3,0,17,2,2,13,7,6,7
45,No,1,1,3,2,3,3,10748,3,No,23,4,1,25,3,2,23,15,14,4
24,Yes,22,1,4,1,1,3,1555,1,No,11,3,1,1,2,3,1,0,0,0
47,Yes,9,3,3,1,4,3,12936,7,No,11,3,0,25,3,1,23,5,14,10
26,No,17,4,4,1,1,3,2305,1,No,15,3,3,3,3,4,3,2,0,2
45,No,28,2,4,2,4,2,16704,1,No,11,3,0,21,2,3,21,6,8,6
32,No,10,3,1,3,1,3,3433,6,No,13,3,1,10,3,2,5,2,1,3
31,No,2,4,2,3,1,3,3477,1,No,14,3,1,6,2,4,5,2,0,3
41,No,4,3,3,1,2,2,6430,6,No,19,3,1,10,4,3,3,2,1,2
40,No,8,2,2,3,2,1,6516,2,Yes,16,3,1,18,3,3,1,0,0,0
24,No,29,1,2,3,1,1,3907,1,No,13,3,3,6,2,4,6,2,1,2
46,No,13,4,3,3,2,2,5562,6,No,14,3,0,19,3,3,10,7,0,9
35,No,27,4,4,3,2,3,6883,2,No,16,3,1,17,3,3,7,7,0,7
30,No,16,1,2,3,1,4,2862,1,No,12,3,1,10,2,2,10,0,0,8
47,No,2,4,3,3,2,2,4978,7,No,11,3,1,4,3,1,1,0,0,0
46,No,2,3,3,3,3,4,10368,4,Yes,12,3,1,13,5,2,10,6,0,3
36,Yes,13,5,2,2,2,1,6134,5,Yes,13,3,3,16,3,3,2,2,2,2
32,Yes,1,2,1,1,2,2,6735,6,No,15,3,0,10,2,3,0,0,0,0
23,No,4,1,3,3,1,2,3295,1,No,13,3,0,3,3,1,3,2,1,2
31,No,24,1,4,3,2,4,5238,2,No,20,4,0,9,3,2,5,4,1,4
39,No,1,3,4,3,2,4,6472,1,Yes,15,3,1,9,2,3,9,8,5,8
32,No,19,3,4,1,3,3,9610,3,No,13,3,1,10,2,1,4,3,0,2
40,No,7,4,2,3,5,2,19833,1,No,14,3,0,21,3,2,21,8,12,8
45,No,4,3,3,1,3,3,9756,4,No,21,4,2,9,2,4,5,0,0,3
30,No,2,4,4,2,1,1,4968,0,No,16,3,0,10,2,3,9,7,0,7
24,No,10,3,1,3,1,4,2145,0,No,14,3,1,3,2,3,2,2,2,1
30,Yes,8,3,3,2,1,4,2180,6,No,11,3,1,6,0,2,4,2,1,2
31,No,5,3,1,3,2,3,8346,1,No,19,3,1,6,3,3,5,2,0,2
27,No,8,3,3,3,1,4,3445,1,No,11,3,0,6,5,2,6,2,1,4
29,Yes,9,3,2,1,1,2,2760,1,No,13,3,0,2,3,3,2,2,2,2
29,No,1,3,4,4,2,3,6294,8,Yes,12,3,0,10,5,4,3,2,0,2
30,No,15,2,3,2,3,1,7140,2,No,11,3,1,12,2,3,7,7,1,7
34,No,2,4,4,4,1,4,2932,0,Yes,14,3,3,6,3,3,5,0,1,2
33,No,2,3,4,3,2,2,5147,8,No,15,3,0,13,2,2,11,7,1,7
49,No,11,4,4,3,2,4,4507,3,No,12,3,0,8,1,4,5,1,0,4
33,Yes,16,3,1,3,3,1,8564,2,Yes,20,4,0,11,2,2,0,0,0,0
38,No,2,2,3,2,1,2,2468,4,No,14,3,1,9,4,2,6,1,0,5
31,Yes,16,4,1,3,3,3,8161,2,No,13,3,3,10,2,3,1,0,0,0
29,No,4,3,4,2,1,1,2109,1,No,13,3,1,1,2,3,1,0,0,0
30,No,16,3,3,4,2,3,5294,3,No,16,3,1,10,3,3,7,0,1,7
32,No,5,4,2,3,1,2,2718,2,No,14,3,0,12,3,3,7,7,0,7
38,No,18,3,2,1,2,4,5811,3,Yes,16,3,1,15,2,3,1,0,1,0
43,Yes,17,3,3,2,1,3,2437,9,Yes,16,3,1,6,4,3,1,0,0,0
42,No,12,3,2,3,1,2,2766,8,No,22,4,3,7,6,2,5,3,0,4
55,No,2,3,3,2,5,1,19038,8,No,12,3,3,34,2,3,1,0,0,0
33,No,4,3,4,3,2,2,3055,5,No,15,3,2,11,2,2,9,8,1,7
41,No,9,4,3,3,1,1,2289,1,No,20,4,2,5,2,3,5,3,0,4
34,No,10,3,4,3,2,3,4001,1,Yes,14,3,1,15,3,3,15,14,0,7
53,No,1,4,1,2,4,3,12965,4,Yes,20,4,3,27,2,2,3,2,0,2
43,No,2,3,2,3,1,4,3539,0,No,13,3,0,10,5,3,9,7,1,8
34,No,3,2,4,1,2,4,6029,5,No,12,3,0,6,3,3,2,2,2,2
21,Yes,7,1,2,3,1,2,2679,1,No,13,3,0,1,3,3,1,0,1,0
38,No,6,2,4,2,1,3,3702,1,No,11,3,1,5,3,3,5,4,0,4
22,Yes,8,1,3,3,1,1,2398,1,Yes,17,3,0,1,6,3,1,0,0,0
31,No,29,4,1,2,2,4,5468,1,No,14,3,2,13,3,3,12,7,5,7
51,No,3,3,1,3,3,3,13116,2,No,11,3,0,15,2,3,2,2,2,2
37,No,9,2,2,2,2,2,4189,1,No,14,3,2,5,2,3,5,2,0,3
46,No,2,4,3,3,5,4,19328,7,Yes,17,3,1,24,3,3,2,1,2,2
36,No,10,3,4,3,3,1,8321,7,Yes,13,3,1,15,1,3,12,8,5,7
44,Yes,1,2,3,3,1,2,2342,1,Yes,12,3,3,6,2,2,5,3,2,3
37,No,8,2,3,3,2,2,4071,2,No,13,3,0,19,4,2,10,0,4,7
35,Yes,27,3,3,3,2,4,5813,1,Yes,18,3,0,10,2,3,10,7,7,7
33,No,8,4,4,4,1,1,3143,6,No,19,3,1,14,1,3,10,8,7,6
28,No,1,3,3,3,1,4,2044,1,No,11,3,1,5,6,4,5,3,0,3
39,No,10,1,3,3,3,3,13464,7,No,21,4,0,9,3,3,4,3,2,2
46,No,26,2,2,2,2,2,7991,8,No,15,3,0,6,3,3,2,2,2,2
40,No,2,2,3,3,1,1,3377,4,No,17,3,1,7,5,2,4,3,0,2
42,No,13,3,2,4,2,1,5538,5,No,18,3,2,10,2,2,0,0,0,0
35,No,2,2,2,3,2,4,5762,2,No,14,3,1,15,6,3,7,7,1,7
38,No,2,3,1,3,1,2,2592,5,No,13,3,3,13,3,3,11,10,3,8
34,Yes,9,4,4,3,2,1,5346,4,No,17,3,1,11,3,2,7,1,0,7
37,Yes,10,4,4,3,2,1,4213,1,No,15,3,0,10,4,1,10,3,0,8
39,No,20,3,3,3,2,4,4127,2,No,18,3,1,7,6,3,2,1,2,2
43,No,9,3,1,3,1,3,2438,4,No,13,3,0,7,2,2,3,2,1,2
41,No,5,3,2,4,2,2,6870,3,No,12,3,0,11,3,1,3,2,1,2
41,No,4,1,3,3,3,3,10447,0,Yes,13,3,1,23,3,4,22,14,13,5
30,No,10,3,1,3,3,3,9667,9,No,14,3,0,9,3,3,7,7,0,2
26,Yes,20,2,4,3,1,2,2148,0,Yes,11,3,0,6,3,3,5,1,1,4
46,Yes,21,2,4,3,2,2,8926,4,No,22,4,1,13,2,4,9,7,3,7
40,No,1,3,3,3,2,4,6513,4,No,17,3,1,12,3,3,5,3,0,3
34,No,8,2,2,4,2,3,6799,1,No,21,4,2,10,5,3,10,8,4,8
58,No,2,3,2,3,4,2,16291,4,No,22,4,1,37,0,2,16,9,14,14
35,No,23,4,2,1,1,3,2705,0,No,16,3,1,6,2,4,5,4,0,3
47,No,4,3,3,2,3,2,10333,8,Yes,12,3,1,28,4,3,22,11,14,10
40,No,12,3,2,3,2,1,4448,2,No,12,3,1,15,3,3,7,4,7,7
54,No,7,4,4,3,2,4,6854,4,No,15,3,1,14,2,2,7,1,1,7
31,No,7,4,1,3,3,1,9637,2,No,14,3,2,9,3,3,3,2,2,2
28,No,1,3,3,3,1,1,3591,1,No,25,4,1,3,3,3,3,2,1,2
38,No,2,4,2,1,2,4,5405,2,Yes,20,4,2,20,4,2,4,2,0,3
26,No,10,3,3,3,2,4,4684,1,No,13,3,0,5,4,3,5,3,1,2
58,No,15,4,1,3,4,3,15787,2,Yes,14,3,0,23,3,3,2,2,2,2
18,No,14,3,2,3,1,3,1514,1,No,16,3,0,0,4,1,0,0,0,0
31,Yes,18,5,4,4,1,1,2956,0,No,17,3,0,2,4,3,1,0,0,0
29,Yes,13,3,1,2,1,1,2335,4,Yes,15,3,3,4,3,3,2,2,2,0
45,No,2,4,3,3,2,3,5154,4,No,22,4,2,10,3,4,8,7,5,7
36,No,2,4,4,3,2,2,6962,4,Yes,22,4,1,15,2,3,1,0,0,0
43,No,2,4,1,3,2,4,5675,1,No,20,4,1,7,5,3,7,7,7,7
27,No,5,2,4,3,1,4,2379,0,Yes,14,3,0,6,3,2,5,4,0,2
29,No,20,1,4,3,1,4,3812,1,No,13,3,0,11,3,4,11,8,3,10
32,No,10,4,4,3,2,4,4648,8,No,13,3,0,4,2,4,0,0,0,0
42,No,10,4,3,3,1,3,2936,3,No,22,4,2,10,1,2,6,3,3,3
47,No,9,4,2,3,1,3,2105,4,No,12,3,0,7,2,3,2,2,2,0
46,No,2,2,4,3,3,4,8578,3,No,14,3,1,12,4,2,9,8,4,7
28,No,1,2,3,3,1,4,2706,1,No,15,3,1,3,2,3,3,2,2,2
29,No,29,1,4,1,2,3,6384,8,No,17,3,2,11,3,3,7,0,1,6
42,No,8,3,4,3,1,3,3968,4,No,13,3,0,8,3,3,0,0,0,0
32,Yes,2,4,3,2,2,2,9907,7,Yes,12,3,0,7,3,2,2,2,2,2
46,No,3,3,1,4,4,1,13225,2,No,12,3,1,25,5,3,19,17,2,8
27,No,23,1,2,2,2,3,3540,1,No,21,4,1,9,5,3,9,8,5,8
29,No,6,1,4,2,1,2,2804,1,No,11,3,0,1,3,3,1,0,0,0
43,No,6,3,1,2,5,3,19392,7,No,13,3,0,21,2,3,16,12,6,14
48,No,10,3,4,2,5,2,19665,4,No,12,3,0,29,3,3,22,10,12,9
29,Yes,24,2,4,2,1,4,2439,1,Yes,24,4,0,1,3,2,1,0,1,0
46,Yes,10,3,3,3,3,2,7314,5,No,21,4,3,14,2,3,8,7,0,7
27,No,15,3,4,2,1,1,4774,0,No,19,3,1,8,2,2,7,6,7,3
39,No,19,4,4,3,2,4,3902,8,No,14,3,3,7,2,3,2,2,2,2
55,No,2,4,2,2,1,4,2662,8,No,20,4,1,19,2,4,5,2,0,4
28,No,3,3,2,3,1,2,2856,1,No,19,3,1,1,3,3,1,0,0,0
30,Yes,9,3,2,3,1,4,1081,1,No,13,3,0,1,3,2,1,0,0,0
22,Yes,7,1,4,3,1,2,2472,1,Yes,23,4,0,1,2,3,1,0,0,0
36,No,10,4,2,2,2,3,5673,1,Yes,13,3,1,10,4,3,10,9,1,7
31,No,20,3,2,3,2,3,4197,1,No,11,3,1,10,2,3,10,8,0,2
34,No,4,3,3,3,3,4,9713,2,Yes,13,3,3,9,3,3,5,3,1,0
29,No,7,3,4,3,1,1,2062,3,No,14,3,0,11,2,3,3,2,1,2
37,No,7,4,4,3,2,1,4284,5,Yes,22,4,1,16,2,3,5,3,0,4
35,No,16,2,4,2,2,2,4788,0,Yes,11,3,0,4,2,3,3,2,0,2
45,No,25,2,2,2,2,4,5906,0,No,13,3,2,10,2,2,9,8,3,8
36,No,2,1,2,2,2,4,3886,1,No,21,4,0,10,2,2,10,1,0,8
40,No,1,4,1,3,4,1,16823,2,No,11,3,1,22,3,3,19,7,11,16
26,No,1,2,2,2,1,3,2933,1,Yes,13,3,1,1,3,2,1,0,1,0
27,No,2,2,1,4,2,3,6500,0,No,14,3,0,9,5,2,8,7,0,7
48,No,22,3,4,3,4,4,17174,3,No,11,3,1,24,3,3,22,17,4,7
44,No,1,4,2,4,2,1,5033,2,No,15,3,1,10,5,3,2,0,2,2
34,Yes,16,4,4,1,1,1,2307,1,Yes,23,4,1,5,2,3,5,2,3,0
56,Yes,24,2,1,3,1,4,2587,1,No,16,3,0,5,3,3,4,2,1,0
36,No,17,2,3,2,2,2,5507,2,No,16,3,2,12,1,1,4,2,1,3
41,No,8,3,3,3,2,2,4393,5,No,21,4,1,14,3,3,5,4,1,4
42,No,6,3,3,3,3,1,13348,9,No,13,3,1,18,3,4,13,7,5,7
31,No,10,2,3,3,2,4,6583,2,Yes,11,3,1,8,2,3,5,2,1,4
34,No,3,1,4,2,2,4,8103,3,Yes,12,3,0,9,3,2,4,2,0,1
31,No,4,3,1,4,1,3,3978,8,No,12,3,1,4,0,2,2,2,2,2
26,No,6,3,3,4,1,4,2544,0,No,18,3,1,8,3,3,7,7,7,7
45,No,1,4,2,3,2,3,5399,4,No,12,3,0,12,3,3,4,2,0,3
33,No,10,4,2,3,2,3,5487,1,No,14,3,0,10,2,2,10,4,0,9
28,No,1,2,3,2,2,4,6834,1,Yes,12,3,1,7,2,3,7,7,0,7
29,Yes,24,3,3,4,1,1,1091,1,No,17,3,0,1,3,3,1,0,0,0
39,No,21,4,1,1,2,3,5736,6,No,19,3,1,10,1,3,3,2,1,2
27,No,2,4,2,3,1,2,2226,1,No,11,3,1,6,3,2,5,3,1,2
34,No,22,4,3,2,2,4,5747,1,Yes,15,3,0,16,3,3,15,10,6,11
28,Yes,13,2,4,3,2,3,9854,3,Yes,11,3,0,6,0,3,2,0,2,2
47,No,14,4,3,3,2,2,5467,8,No,18,3,1,16,4,4,8,7,1,7
56,No,11,5,4,2,2,1,5380,4,No,16,3,1,6,3,3,0,0,0,0
39,No,9,2,1,3,2,1,5151,1,No,25,4,1,10,3,3,10,0,7,9
38,No,8,3,4,2,2,2,2133,1,Yes,16,3,1,20,3,3,20,11,0,7
58,No,21,3,4,3,4,4,17875,4,Yes,13,3,1,29,2,2,1,0,0,0
32,Yes,5,2,1,4,1,3,2432,3,Yes,14,3,0,8,2,3,4,1,0,3
38,No,9,2,2,3,1,4,4771,2,No,19,3,2,10,0,4,5,2,0,3
49,No,2,1,2,3,5,4,19161,3,No,15,3,0,28,3,3,5,4,4,3
42,No,12,4,2,3,2,4,5087,3,Yes,12,3,2,14,4,3,0,0,0,0
27,Yes,22,3,1,2,1,2,2863,1,No,12,3,0,1,2,3,1,0,0,0
35,No,18,4,2,3,2,1,5561,0,No,16,3,1,6,2,1,5,3,0,4
28,No,16,3,3,3,1,3,2144,1,No,14,3,0,5,3,2,5,3,1,4
31,No,3,2,3,3,1,1,3065,1,Yes,13,3,1,4,3,4,4,2,2,3
36,No,9,4,1,4,1,2,2810,1,No,22,4,0,5,3,3,5,4,0,2
34,No,1,3,1,3,3,4,9888,1,No,21,4,0,14,3,2,14,8,2,1
34,No,13,4,4,3,3,3,8628,1,No,18,3,1,9,2,2,8,7,1,1
26,No,1,3,3,3,1,1,2867,0,No,13,3,0,8,6,2,7,7,7,6
29,No,1,3,1,3,2,1,5373,0,No,12,3,1,6,5,2,5,3,0,2
32,No,15,4,3,3,2,4,6667,5,No,18,3,1,9,6,3,5,1,1,2
31,No,1,3,4,1,2,1,5003,1,No,21,4,0,10,6,3,10,8,8,7
28,Yes,17,3,3,2,1,4,2367,5,No,12,3,1,6,2,2,4,1,0,3
38,No,1,3,1,2,1,1,2858,4,No,14,3,0,20,3,2,1,0,0,0
35,No,7,4,3,3,2,4,5204,1,Yes,11,3,0,10,2,3,10,8,0,9
27,No,9,3,4,3,2,4,4105,1,No,14,3,0,7,5,3,7,7,0,7
32,No,5,4,4,2,2,4,9679,8,No,24,4,0,8,1,3,1,0,0,0
31,Yes,26,4,1,3,2,4,5617,1,Yes,11,3,0,10,4,3,10,7,0,8
53,Yes,24,4,1,3,3,1,10448,6,Yes,13,3,0,15,2,2,2,2,2,2
54,No,9,2,1,3,2,3,2897,3,No,11,3,2,9,6,2,4,3,2,3
33,No,7,2,4,3,2,3,5968,1,No,20,4,3,9,2,3,9,7,2,8
43,No,11,3,1,3,3,3,7510,1,No,17,3,1,10,1,3,10,9,0,9
38,No,1,4,4,3,1,2,2991,0,Yes,11,3,1,7,2,3,6,2,1,2
55,No,26,4,3,4,5,2,19636,4,Yes,18,3,1,35,0,3,10,9,1,4
31,No,2,1,4,1,1,4,1129,1,Yes,11,3,3,1,4,3,1,0,0,0
39,No,15,4,2,3,4,1,13341,0,No,12,3,0,21,3,3,20,8,11,10
42,No,23,2,4,2,2,3,4332,1,No,12,3,0,20,2,3,20,9,3,7
31,No,10,3,3,3,3,3,11031,4,No,20,4,1,13,2,4,11,7,4,8
54,No,10,3,3,3,2,1,4440,6,Yes,19,3,0,9,3,3,5,2,1,4
24,No,1,2,2,2,2,3,4617,1,No,12,3,0,4,2,2,4,3,1,2
23,No,12,2,4,3,1,4,2647,1,No,13,3,0,5,6,4,5,2,1,4
40,No,11,3,4,3,2,3,6323,1,No,11,3,1,10,2,4,10,9,9,4
40,No,2,2,2,3,2,2,5677,3,No,14,3,1,15,4,3,11,8,5,10
25,No,2,3,3,3,1,2,2187,4,No,14,3,0,6,3,3,2,0,1,2
30,No,1,2,4,3,1,2,3748,1,No,13,3,0,12,6,2,12,8,1,7
25,No,2,1,4,3,1,3,3977,6,Yes,19,3,1,7,2,2,2,2,0,2
47,No,25,3,1,3,3,3,8633,2,No,23,4,0,25,3,3,17,14,12,11
33,No,1,2,2,2,1,3,2008,1,No,12,3,3,1,2,2,1,1,0,0
38,No,1,4,4,3,2,2,4440,0,No,15,3,2,16,3,3,15,13,5,8
31,No,2,2,1,3,1,3,3067,0,No,19,3,1,3,1,3,2,2,1,2
38,No,6,4,1,2,2,3,5321,2,No,11,3,1,10,1,3,8,3,7,7
42,No,18,4,4,3,2,1,5410,6,Yes,17,3,1,9,3,2,4,3,1,2
41,No,1,3,4,3,1,4,2782,3,No,22,4,1,12,3,3,5,3,1,0
47,No,1,1,3,3,3,2,11957,0,No,18,3,2,14,3,1,13,8,5,12
35,No,11,4,4,3,1,3,2660,7,Yes,11,3,1,5,3,3,2,2,2,2
22,No,1,2,4,3,1,3,3375,0,No,12,3,0,4,2,4,3,2,1,2
35,No,9,4,2,3,2,3,5098,1,No,19,3,0,10,5,3,10,7,0,8
33,No,15,2,2,3,2,4,4878,0,Yes,13,3,1,10,6,3,9,7,8,1
32,No,29,4,3,2,1,2,2837,1,No,13,3,0,6,3,3,6,2,4,1
40,No,1,4,1,3,1,4,2406,8,No,19,3,2,8,3,2,1,0,0,0
32,No,1,4,2,2,1,2,2269,0,No,14,3,1,3,2,3,2,2,2,2
39,No,24,1,1,3,2,4,4108,7,No,13,3,0,18,2,3,7,7,1,7
38,No,10,3,2,1,3,3,13206,3,No,12,3,1,20,3,3,18,16,1,11
32,No,1,4,3,3,3,4,10422,1,No,19,3,2,14,3,3,14,10,5,7
37,No,10,3,3,4,3,4,13744,1,Yes,25,4,1,16,2,3,16,11,6,8
25,No,8,2,1,3,2,3,4907,0,Yes,22,4,1,6,3,2,5,3,0,4
52,No,29,4,1,3,1,4,3482,2,No,15,3,2,16,3,2,9,8,0,0
44,No,1,3,2,3,1,4,2436,6,Yes,12,3,0,6,2,3,4,3,1,2
21,No,5,1,3,3,1,1,2380,1,Yes,11,3,0,2,6,3,2,2,1,2
39,No,9,3,4,3,5,4,19431,2,No,13,3,0,21,3,2,6,0,1,3
23,Yes,9,3,4,3,1,1,1790,1,No,19,3,1,1,3,2,1,0,1,0
36,No,3,3,1,2,3,4,7644,0,No,19,3,2,10,2,3,9,7,3,4
36,No,4,2,4,3,2,2,5131,7,No,13,3,3,18,3,3,4,2,0,2
56,No,1,4,3,3,2,3,6306,1,No,21,4,1,13,2,2,13,12,1,9
29,Yes,1,4,1,3,1,4,4787,9,Yes,14,3,3,4,3,4,2,2,2,2
42,No,2,3,1,3,5,3,18880,5,No,11,3,0,24,2,2,22,6,4,14
56,Yes,7,2,4,3,1,3,2339,8,No,11,3,1,14,4,1,10,9,9,8
41,No,28,4,1,2,4,2,13570,0,No,23,4,1,21,3,3,20,7,0,10
34,No,28,3,4,2,2,3,6712,1,No,21,4,2,8,2,3,8,7,1,7
36,No,15,4,4,1,2,4,5406,1,No,24,4,1,15,4,2,15,12,11,11
41,No,3,3,3,2,2,2,8938,2,No,11,3,1,14,5,3,5,4,0,4
32,No,2,3,4,3,1,1,2439,1,No,14,3,0,4,4,3,4,2,1,2
35,No,26,4,3,3,3,4,8837,1,Yes,16,3,0,9,2,3,9,0,1,7
38,No,10,2,1,3,2,4,5343,1,No,11,3,1,10,1,3,10,7,1,9
50,Yes,1,4,2,3,2,3,6728,7,No,12,3,2,12,3,3,6,3,0,1
36,No,11,4,2,2,2,4,6652,4,No,13,3,1,8,2,2,6,3,0,0
45,No,20,3,4,3,2,3,4850,8,No,15,3,0,8,3,3,5,3,0,1
40,No,2,4,3,2,1,3,2809,2,No,14,3,0,8,2,3,2,2,2,2
35,No,18,4,3,3,2,3,5689,1,Yes,14,3,2,10,2,4,10,2,0,2
40,No,2,4,3,3,1,3,2001,2,No,14,3,3,20,2,3,5,3,0,2
35,No,1,4,3,1,1,4,2977,1,No,12,3,1,4,5,3,4,3,1,1
29,No,13,2,4,2,2,2,4025,4,Yes,13,3,1,10,2,3,4,3,0,3
29,No,28,4,4,2,1,1,3785,1,No,14,3,0,5,3,1,5,4,0,4
50,Yes,28,3,4,2,3,1,10854,4,Yes,13,3,1,20,3,3,3,2,2,0
39,No,24,1,2,2,4,4,12031,0,No,11,3,1,21,2,2,20,9,9,6
31,No,5,3,2,3,2,1,9936,0,No,19,3,0,10,2,3,9,4,1,7
26,No,5,3,4,2,1,3,2966,0,No,18,3,0,5,2,3,4,2,0,0
36,No,23,2,3,4,2,4,2571,4,No,17,3,1,17,3,3,5,2,0,3
39,No,6,1,4,2,3,1,9991,4,No,15,3,1,9,5,3,7,7,1,7
27,No,4,3,2,4,2,2,6142,1,Yes,20,4,1,6,0,3,6,2,0,3
49,No,2,3,4,2,2,2,5390,2,No,14,3,0,17,3,2,9,6,0,8
34,No,8,3,2,4,2,3,4404,2,No,12,3,0,6,3,4,4,3,1,2
